Attribute,Commodity,CommodityType,Units,YearType,Year,Value
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2027,114.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2028,116.9
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2029,119.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2030,121.9
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2019,94
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2020,116.7
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2021,109.5
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2022,121.3
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2023,120.4
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2024,124.9
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2025,127.1
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2026,130.3
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2027,133
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2028,136
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2029,138.8
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2030,141.7
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2019/20,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2020/21,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2021/22,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2022/23,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2023/24,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2024/25,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2025/26,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2026/27,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2027/28,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2028/29,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2029/30,47
"Crushing yields, soybean meal",Soybean meal,Crops,Pounds per bushel,Market year,2030/31,47
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2019/20,11
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2020/21,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2021/22,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2022/23,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2023/24,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2024/25,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2025/26,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2026/27,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2027/28,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2028/29,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2029/30,12
"Crushing yields, soybean oil",Soybean oil,Crops,Pounds per bushel,Market year,2030/31,12
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2019/20,176
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2020/21,177
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2021/22,176
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2022/23,176
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2023/24,177
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2024/25,178
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2025/26,179
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2026/27,180
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2027/28,181
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2028/29,182
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2029/30,182
Variable cost of production (per acre),Barley,Crops,Dollars,Market year,2030/31,183
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2019/20,339
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2020/21,341
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2021/22,338
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2022/23,337
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2023/24,336
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2024/25,336
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2025/26,337
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2026/27,338
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2027/28,337
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2028/29,337
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2029/30,335
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2030/31,333
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2019/20,442
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2020/21,459
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2021/22,455
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2022/23,457
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2023/24,459
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2024/25,462
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2025/26,466
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2026/27,470
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2027/28,473
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2028/29,477
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2029/30,479
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2030/31,482
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2019/20,129
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2020/21,130
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2021/22,129
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2022/23,129
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2023/24,129
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2024/25,130
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2025/26,131
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2026/27,132
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2027/28,133
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2028/29,133
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2029/30,133
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2030/31,133
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2019/20,571
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2020/21,574
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2021/22,566
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2022/23,565
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2023/24,567
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2024/25,569
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2025/26,572
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2026/27,575
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2027/28,577
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2028/29,580
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2029/30,581
Variable cost of production (per acre),Rice,Crops,Dollars,Market year,2030/31,581
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2019/20,131
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2020/21,132
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2021/22,130
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2022/23,130
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2023/24,130
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2024/25,131
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2025/26,132
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2026/27,133
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2027/28,133
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2028/29,134
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2029/30,134
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2030/31,134
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2019/20,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2020/21,164
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2021/22,161
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2022/23,161
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2023/24,161
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2024/25,161
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2025/26,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2026/27,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2027/28,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2028/29,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2029/30,162
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2030/31,162
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2019/20,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2020/21,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2021/22,131
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2022/23,131
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2023/24,131
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2024/25,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2025/26,133
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2026/27,134
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2027/28,134
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2028/29,135
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2029/30,135
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2030/31,134
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2019/20,2.26
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2020/21,2.29
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2021/22,2.29
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2022/23,2.27
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2023/24,2.26
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2024/25,2.25
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2025/26,2.24
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2026/27,2.24
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2027/28,2.23
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2028/29,2.22
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2029/30,2.21
Variable cost of production (per bushel),Barley,Crops,Dollars,Market year,2030/31,2.19
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2019/20,2.02
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2020/21,1.91
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2021/22,1.87
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2022/23,1.84
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2023/24,1.82
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2024/25,1.8
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2025/26,1.79
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2026/27,1.77
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2027/28,1.75
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2028/29,1.73
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2029/30,1.71
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2030/31,1.68
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2019/20,2
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2020/21,1.99
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2021/22,1.94
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2022/23,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2023/24,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2024/25,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2025/26,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2026/27,1.94
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2027/28,1.94
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2028/29,1.94
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2029/30,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2030/31,1.92
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2019/20,1.79
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2020/21,1.78
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2021/22,1.89
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2022/23,1.89
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2023/24,1.89
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2024/25,1.9
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2025/26,1.91
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2026/27,1.93
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2027/28,1.93
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2028/29,1.94
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2029/30,1.94
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2030/31,1.94
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2019/20,3.43
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2020/21,3.15
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2021/22,3.19
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2022/23,3.15
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2023/24,3.11
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2024/25,3.08
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2025/26,3.06
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2026/27,3.04
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2027/28,3
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2028/29,2.98
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2029/30,2.95
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2030/31,2.91
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2019/20,2.56
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2020/21,2.66
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2021/22,2.67
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2022/23,2.65
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2023/24,2.63
